studentId,academicYear,firstName,lastName,dateOfBirth,yearGroup,Class,keyStage,phonicsCheckResult,ks1ReadingScore,ks1ReadingGrade,ks1MathsScore,ks1MathsGrade,ks1GPSScore,ks1GPSGrade,readingScore,readingGrade,mathsScore,mathsGrade,gpsScore,gpsGrade,writingScore,writingGrade,scienceScore,scienceGrade,mtcScore,attendance_autumnTerm,attendance_springTerm,attendance_summerTerm,parentContactName,parentContactEmail,parentContactPhone
1141,2019/20,Tour,Hayford,2012-03-26,3,3B,KS2,BES,92,BES,93,BES,105,WES,,,,,,,,,,,,99,97,95,Claudia Hayford,ClaudiaHayford@mail.co.uk,7821334786
1142,2019/20,Tressa,Florez,2012-02-21,3,3B,KS2,WES,92,BES,104,WES,115,WES,,,,,,,,,,,,93,94,100,Masha Florez,MashaFlorez@mail.co.uk,7774500855
1143,2019/20,Kitzberger,Markie,2012-05-28,3,3B,KS2,WES,93,BES,102,WES,94,BES,,,,,,,,,,,,95,94,97,Isaac Markie,IsaacMarkie@mail.co.uk,7495982736
1144,2019/20,Ramiro,Book,2012-03-19,3,3B,KS2,BES,85,BES,97,BES,111,WES,,,,,,,,,,,,93,85,99,Nikeeta Book,NikeetaBook@mail.co.uk,7422086183
1145,2019/20,Meliss,Briese,2012-01-07,3,3B,KS2,WES,114,WES,100,WES,92,BES,,,,,,,,,,,,72,98,93,Yohara Briese,YoharaBriese@mail.co.uk,7173604976
1146,2019/20,Verena,Amin,2012-07-08,3,3B,KS2,BES,104,WES,89,BES,86,BES,,,,,,,,,,,,95,100,93,Kirstein Amin,KirsteinAmin@mail.co.uk,7337759722
1147,2019/20,Second,Nobert,2011-02-26,4,4A,KS2,WES,101,WES,93,BES,90,BES,,,,,,,,,,,9,96,96,99,Murphy Nobert,MurphyNobert@mail.co.uk,7106100521
1148,2019/20,Lorrie,Olan,2010-11-23,4,4A,KS2,WES,106,WES,87,BES,97,BES,,,,,,,,,,,13,73,75,94,Jefrey Olan,JefreyOlan@mail.co.uk,7722837230
1149,2019/20,Myriam,Manning,2010-09-01,4,4A,KS2,WES,93,BES,106,WES,87,BES,,,,,,,,,,,22,96,96,82,Samson Manning,SamsonManning@mail.co.uk,7726531546
1150,2019/20,Zuleica,Rattray,2010-12-28,4,4A,KS2,WES,111,WES,101,WES,105,WES,,,,,,,,,,,17,80,95,93,Valeria Rattray,ValeriaRattray@mail.co.uk,7901962152
1151,2019/20,Skaro,Cuenta,2010-10-12,4,4A,KS2,WES,88,BES,97,BES,113,WES,,,,,,,,,,,8,94,96,100,Morten Cuenta,MortenCuenta@mail.co.uk,7274231768
1152,2019/20,Silvana,Emilo,2011-05-25,4,4A,KS2,WES,105,WES,87,BES,93,BES,,,,,,,,,,,7,100,93,94,Ulrika Emilo,UlrikaEmilo@mail.co.uk,7349585369
1153,2019/20,Alexandre,Blanco,2011-02-26,4,4A,KS2,WES,91,BES,100,WES,87,BES,,,,,,,,,,,23,100,96,94,Quinn Blanco,QuinnBlanco@mail.co.uk,7837304529
1154,2019/20,Zuzana,Saroj,2011-03-06,4,4A,KS2,WES,114,WES,88,BES,87,BES,,,,,,,,,,,6,99,100,98,Lisa Saroj,LisaSaroj@mail.co.uk,7320144182
1155,2019/20,Kysa,Nugent,2011-01-31,4,4A,KS2,WES,95,BES,102,WES,93,BES,,,,,,,,,,,18,97,95,71,Bennet Nugent,BennetNugent@mail.co.uk,7188364020
1156,2019/20,Vesi,Zulkowski,2011-02-04,4,4A,KS2,BES,107,WES,109,WES,103,WES,,,,,,,,,,,23,98,93,99,Lunise Zulkowski,LuniseZulkowski@mail.co.uk,7580159783
1157,2019/20,Zuzana,Segura,2011-03-08,4,4A,KS2,WES,87,BES,94,BES,88,BES,,,,,,,,,,,14,96,99,98,Aura Segura,AuraSegura@mail.co.uk,7116490718
1158,2019/20,Rosy,Messina,2011-07-19,4,4A,KS2,BES,90,BES,98,BES,85,BES,,,,,,,,,,,11,96,97,98,Kon Messina,KonMessina@mail.co.uk,7610744373
1159,2019/20,Mockus,Heather,2010-10-20,4,4A,KS2,BES,107,WES,115,WES,85,BES,,,,,,,,,,,23,99,100,99,Diederik Heather,DiederikHeather@mail.co.uk,7336473472
1160,2019/20,Soe,Abbott,2011-07-28,4,4A,KS2,BES,88,BES,102,WES,108,WES,,,,,,,,,,,21,98,93,96,Newguest Abbott,NewguestAbbott@mail.co.uk,7888088883
1161,2019/20,Law,Ashtiani,2010-09-30,4,4A,KS2,BES,96,BES,107,WES,98,BES,,,,,,,,,,,23,96,98,98,Sarah Ashtiani,SarahAshtiani@mail.co.uk,7499653967
1162,2019/20,Kathi,Gupta,2011-08-27,4,4A,KS2,WES,111,WES,93,BES,101,WES,,,,,,,,,,,10,97,98,96,Narcisa Gupta,NarcisaGupta@mail.co.uk,7194200241
1163,2019/20,Iram,Dineen,2010-12-31,4,4A,KS2,WES,100,WES,113,WES,108,WES,,,,,,,,,,,19,93,95,98,Jess Dineen,JessDineen@mail.co.uk,7154799177
1164,2019/20,Gian,Parcells,2011-05-29,4,4A,KS2,BES,94,BES,105,WES,88,BES,,,,,,,,,,,24,100,99,95,Mindy Parcells,MindyParcells@mail.co.uk,7261357765
1165,2019/20,Noorulain,Mazmanyan,2010-10-31,4,4A,KS2,WES,89,BES,104,WES,97,BES,,,,,,,,,,,15,99,99,72,Maricella Mazmanyan,MaricellaMazmanyan@mail.co.uk,7554687046
1166,2019/20,Janet,Ducong,2011-01-03,4,4A,KS2,WES,92,BES,106,WES,114,WES,,,,,,,,,,,15,95,95,98,Mama Ducong,MamaDucong@mail.co.uk,7701399330
1167,2019/20,Pablo,Lipcon,2011-05-22,4,4A,KS2,BES,88,BES,109,WES,99,BES,,,,,,,,,,,21,98,96,94,Marin Lipcon,MarinLipcon@mail.co.uk,7968348552
1168,2019/20,Devara,Rebecca,2011-05-29,4,4A,KS2,WES,99,BES,90,BES,103,WES,,,,,,,,,,,7,93,99,98,Simmons Rebecca,SimmonsRebecca@mail.co.uk,7219034879
1169,2019/20,Roxanne,Sigmund,2011-04-18,4,4A,KS2,BES,99,BES,92,BES,103,WES,,,,,,,,,,,5,97,95,97,Francisco Sigmund,FranciscoSigmund@mail.co.uk,7210576346
1170,2019/20,Mirjam,Hiram,2011-07-17,4,4A,KS2,WES,89,BES,110,WES,114,WES,,,,,,,,,,,19,98,95,97,Bessette Hiram,BessetteHiram@mail.co.uk,7299983682
1171,2019/20,Ilana,Melnyk,2011-07-12,4,4B,KS2,WES,113,WES,104,WES,104,WES,,,,,,,,,,,17,95,97,97,Gaye Melnyk,GayeMelnyk@mail.co.uk,7711357913
1172,2019/20,Solange,Derdzinski,2011-06-24,4,4B,KS2,WES,85,BES,89,BES,113,WES,,,,,,,,,,,5,93,97,99,Melony Derdzinski,MelonyDerdzinski@mail.co.uk,7206971999
1173,2019/20,Classes,Taerk,2010-12-25,4,4B,KS2,WES,101,WES,87,BES,93,BES,,,,,,,,,,,13,99,83,96,Monica Taerk,MonicaTaerk@mail.co.uk,7616854859
1174,2019/20,Luciana,Arellanos,2011-03-01,4,4B,KS2,WES,91,BES,94,BES,97,BES,,,,,,,,,,,8,97,96,96,Trinity Arellanos,TrinityArellanos@mail.co.uk,7905698654
1175,2019/20,Joana,Moreno,2011-01-28,4,4B,KS2,WES,88,BES,111,WES,94,BES,,,,,,,,,,,20,95,99,94,Rebeca Moreno,RebecaMoreno@mail.co.uk,7490527974
1176,2019/20,Berenice,Peyser,2010-11-10,4,4B,KS2,WES,111,WES,113,WES,100,WES,,,,,,,,,,,22,97,95,94,Carly Peyser,CarlyPeyser@mail.co.uk,7889036034
1177,2019/20,Anurag,Johannes,2010-10-05,4,4B,KS2,WES,101,WES,108,WES,93,BES,,,,,,,,,,,24,99,98,96,Mihail Johannes,MihailJohannes@mail.co.uk,7894660160
1178,2019/20,Kiusesu,Huneycutt,2011-06-28,4,4B,KS2,WES,97,BES,108,WES,99,BES,,,,,,,,,,,22,99,93,96,Maeve Huneycutt,MaeveHuneycutt@mail.co.uk,7720292844
1179,2019/20,Fuentes,Beaumont,2010-12-08,4,4B,KS2,WES,104,WES,95,BES,86,BES,,,,,,,,,,,7,96,97,93,Meghan Beaumont,MeghanBeaumont@mail.co.uk,7607077289
1180,2019/20,Savannah,Shannon,2010-09-05,4,4B,KS2,WES,96,BES,95,BES,115,WES,,,,,,,,,,,8,100,96,97,Dylan Shannon,DylanShannon@mail.co.uk,7588709103
1181,2019/20,Kendal,Renan,2011-02-19,4,4B,KS2,BES,110,WES,90,BES,87,BES,,,,,,,,,,,14,94,98,93,Cassie Renan,CassieRenan@mail.co.uk,7720098159
1182,2019/20,Helene,Raoult,2010-12-30,4,4B,KS2,WES,109,WES,96,BES,104,WES,,,,,,,,,,,10,95,100,99,Octavia Raoult,OctaviaRaoult@mail.co.uk,7364917483
1183,2019/20,Eben,Knetter,2011-06-30,4,4B,KS2,BES,101,WES,98,BES,105,WES,,,,,,,,,,,5,94,94,96,Andreas Knetter,AndreasKnetter@mail.co.uk,7885004885
1184,2019/20,Milagros,Lui,2010-10-25,4,4B,KS2,BES,100,WES,88,BES,90,BES,,,,,,,,,,,7,99,85,99,Brockie Lui,BrockieLui@mail.co.uk,7877398375
1185,2019/20,Tyra,Woodard,2010-12-04,4,4B,KS2,BES,90,BES,108,WES,88,BES,,,,,,,,,,,18,94,97,99,Judd Woodard,JuddWoodard@mail.co.uk,7588524429
1186,2019/20,Cambria,Watts,2011-01-31,4,4B,KS2,BES,95,BES,89,BES,107,WES,,,,,,,,,,,9,99,100,98,Chiara Watts,ChiaraWatts@mail.co.uk,7858540277
1187,2019/20,Sharla,Bamford,2010-09-30,4,4B,KS2,WES,115,WES,101,WES,89,BES,,,,,,,,,,,18,98,97,97,Kelley Bamford,KelleyBamford@mail.co.uk,7262424979
1188,2019/20,Iram,Riegel,2010-11-12,4,4B,KS2,WES,107,WES,96,BES,92,BES,,,,,,,,,,,11,94,98,94,Lara Riegel,LaraRiegel@mail.co.uk,7350425238
1189,2019/20,Francis,Dovi,2011-06-07,4,4B,KS2,BES,100,WES,105,WES,92,BES,,,,,,,,,,,19,96,98,99,Lusanda Dovi,LusandaDovi@mail.co.uk,7644389565
1190,2019/20,Graeme,Maroevich,2011-01-26,4,4B,KS2,WES,94,BES,112,WES,107,WES,,,,,,,,,,,19,100,95,100,Baili Maroevich,BailiMaroevich@mail.co.uk,7224579450
1191,2019/20,Dylan,Andra,2011-07-28,4,4B,KS2,WES,97,BES,101,WES,102,WES,,,,,,,,,,,18,98,94,99,Olena Andra,OlenaAndra@mail.co.uk,7890435228
1192,2019/20,Ula,Philips,2011-08-12,4,4B,KS2,BES,105,WES,107,WES,110,WES,,,,,,,,,,,20,80,93,96,Glenn Philips,GlennPhilips@mail.co.uk,7379417539
1193,2019/20,Zuzana,Armstrong,2011-06-12,4,4B,KS2,WES,115,WES,102,WES,106,WES,,,,,,,,,,,23,98,93,96,Mckenzie Armstrong,MckenzieArmstrong@mail.co.uk,7825455388
1194,2019/20,Golan,Barry,2011-01-28,4,4B,KS2,BES,111,WES,114,WES,111,WES,,,,,,,,,,,15,95,100,93,Patty Barry,PattyBarry@mail.co.uk,7895781155
1195,2019/20,Leon,Corradino,2010-03-12,5,5A,KS2,WES,99,BES,101,WES,99,BES,,,,,,,,,,,24,99,97,93,Jaqueline Corradino,JaquelineCorradino@mail.co.uk,7349701851
1196,2019/20,Cecilie,Easton,2009-10-09,5,5A,KS2,WES,109,WES,103,WES,93,BES,,,,,,,,,,,16,99,97,97,Rafal Easton,RafalEaston@mail.co.uk,7280707715
1197,2019/20,Lise,Asencio,2010-06-16,5,5A,KS2,WES,114,WES,107,WES,93,BES,,,,,,,,,,,19,99,96,80,Bevin Asencio,BevinAsencio@mail.co.uk,7662473814
1198,2019/20,Todavia,Shannon,2009-11-11,5,5A,KS2,WES,96,BES,108,WES,104,WES,,,,,,,,,,,22,93,98,99,Ashley Shannon,AshleyShannon@mail.co.uk,7727303524
1199,2019/20,Tracy,Pattanyus,2010-03-06,5,5A,KS2,WES,106,WES,110,WES,95,BES,,,,,,,,,,,21,95,72,96,Sheridan Pattanyus,SheridanPattanyus@mail.co.uk,7138793423
1200,2019/20,Fredricson,Going,2009-12-13,5,5A,KS2,WES,105,WES,101,WES,99,BES,,,,,,,,,,,18,95,97,99,Delfino Going,DelfinoGoing@mail.co.uk,7993343251
1201,2019/20,Laima,Ordaz,2010-05-22,5,5A,KS2,WES,115,WES,113,WES,114,WES,,,,,,,,,,,20,97,98,94,Tristram Ordaz,TristramOrdaz@mail.co.uk,7795830684
1202,2019/20,Leanne,Hotchkiss,2010-02-02,5,5A,KS2,WES,106,WES,86,BES,103,WES,,,,,,,,,,,5,96,97,95,Irby Hotchkiss,IrbyHotchkiss@mail.co.uk,7321038618
1203,2019/20,Nalleli,Hills,2010-04-29,5,5A,KS2,WES,87,BES,89,BES,95,BES,,,,,,,,,,,13,99,96,97,Classes Hills,ClassesHills@mail.co.uk,7110266909
1204,2019/20,Gabi,Fulton,2009-09-05,5,5A,KS2,BES,111,WES,114,WES,106,WES,,,,,,,,,,,22,99,80,98,Cathy Fulton,CathyFulton@mail.co.uk,7417444981
1205,2019/20,Zuzana,Beier,2010-04-06,5,5A,KS2,WES,110,WES,97,BES,103,WES,,,,,,,,,,,7,93,94,72,Candiano Beier,CandianoBeier@mail.co.uk,7319191455
1206,2019/20,Danel,Rhine,2010-03-21,5,5A,KS2,BES,105,WES,98,BES,100,WES,,,,,,,,,,,13,98,93,96,Mehdi Rhine,MehdiRhine@mail.co.uk,7710393125
1207,2019/20,Novian,Elias,2010-03-03,5,5A,KS2,BES,90,BES,100,WES,115,WES,,,,,,,,,,,25,99,94,97,Risa Elias,RisaElias@mail.co.uk,7330608113
1208,2019/20,Camille,Caroline,2010-02-05,5,5A,KS2,BES,104,WES,97,BES,99,BES,,,,,,,,,,,14,98,94,93,Kristine Caroline,KristineCaroline@mail.co.uk,7323902683
1209,2019/20,Birgir,Estuardo,2010-04-03,5,5A,KS2,BES,110,WES,91,BES,110,WES,,,,,,,,,,,12,93,94,98,Scott Estuardo,ScottEstuardo@mail.co.uk,7436846506
1210,2019/20,Chantal,Jaffe,2010-03-20,5,5A,KS2,WES,92,BES,103,WES,114,WES,,,,,,,,,,,15,100,100,94,Mackey Jaffe,MackeyJaffe@mail.co.uk,7654066948
1211,2019/20,Wallk,Luk,2009-10-12,5,5A,KS2,WES,89,BES,91,BES,108,WES,,,,,,,,,,,7,96,100,97,Sammy Luk,SammyLuk@mail.co.uk,7418350399
1212,2019/20,Tbd,Mogalian,2010-05-29,5,5A,KS2,BES,115,WES,99,BES,107,WES,,,,,,,,,,,5,95,94,93,Ofek Mogalian,OfekMogalian@mail.co.uk,7309776035
1213,2019/20,Amansala,Freyn,2009-09-10,5,5A,KS2,WES,111,WES,86,BES,107,WES,,,,,,,,,,,13,93,99,100,Gissela Freyn,GisselaFreyn@mail.co.uk,7826238291
1214,2019/20,Caleb,Laxhar,2010-07-06,5,5A,KS2,WES,85,BES,110,WES,89,BES,,,,,,,,,,,25,100,82,100,Calvin Laxhar,CalvinLaxhar@mail.co.uk,7439808466
1215,2019/20,Rania,Mctamany,2010-01-12,5,5A,KS2,BES,115,WES,91,BES,101,WES,,,,,,,,,,,12,96,98,94,Belen Mctamany,BelenMctamany@mail.co.uk,7471044029
1216,2019/20,Berry,Montary,2010-06-13,5,5A,KS2,WES,113,WES,98,BES,110,WES,,,,,,,,,,,12,97,97,95,Wael Montary,WaelMontary@mail.co.uk,7540273359
1217,2019/20,Dey,Guajardo,2009-09-16,5,5A,KS2,BES,100,WES,96,BES,102,WES,,,,,,,,,,,10,99,100,94,Hipolito Guajardo,HipolitoGuajardo@mail.co.uk,7530063248
1218,2019/20,Ivan,Machiavelo,2010-03-14,5,5A,KS2,WES,94,BES,100,WES,106,WES,,,,,,,,,,,23,98,95,94,Cassie Machiavelo,CassieMachiavelo@mail.co.uk,7804693132
1219,2019/20,Gyiora,Bokhari,2010-08-14,5,5B,KS2,WES,103,WES,86,BES,96,BES,,,,,,,,,,,14,96,95,95,Cathi Bokhari,CathiBokhari@mail.co.uk,7626220687
1220,2019/20,Zuzana,Oseguera,2009-10-24,5,5B,KS2,WES,108,WES,108,WES,98,BES,,,,,,,,,,,17,93,95,100,Hijos Oseguera,HijosOseguera@mail.co.uk,7987809277
1221,2019/20,Mendez,Zurilla,2010-05-28,5,5B,KS2,WES,111,WES,88,BES,114,WES,,,,,,,,,,,7,93,83,94,Ulises Zurilla,UlisesZurilla@mail.co.uk,7163376253
1222,2019/20,Pit,Vanburen,2010-04-21,5,5B,KS2,WES,109,WES,103,WES,114,WES,,,,,,,,,,,15,97,99,94,Katharine Vanburen,KatharineVanburen@mail.co.uk,7837162435
1223,2019/20,Gaston,Wiggins,2010-07-03,5,5B,KS2,WES,85,BES,86,BES,91,BES,,,,,,,,,,,14,95,93,97,Cassy Wiggins,CassyWiggins@mail.co.uk,7514095295
1224,2019/20,Ninua,Orozco,2009-10-30,5,5B,KS2,WES,104,WES,92,BES,107,WES,,,,,,,,,,,5,93,99,99,Baudel Orozco,BaudelOrozco@mail.co.uk,7151395924
1225,2019/20,Casey,Meza,2010-07-27,5,5B,KS2,WES,106,WES,87,BES,88,BES,,,,,,,,,,,11,93,97,94,Entrenadores Meza,EntrenadoresMeza@mail.co.uk,7710285543
1226,2019/20,Montse,Parfitt,2010-01-23,5,5B,KS2,WES,110,WES,88,BES,86,BES,,,,,,,,,,,6,73,100,97,Bruno Parfitt,BrunoParfitt@mail.co.uk,7737877286
1227,2019/20,Vijay,Bedsole,2009-09-19,5,5B,KS2,WES,96,BES,103,WES,112,WES,,,,,,,,,,,23,100,98,99,Kirani Bedsole,KiraniBedsole@mail.co.uk,7950470505
1228,2019/20,Alfonso,Marcius,2010-04-06,5,5B,KS2,WES,93,BES,101,WES,109,WES,,,,,,,,,,,25,94,93,97,Gerardo Marcius,GerardoMarcius@mail.co.uk,7515502089
1229,2019/20,Orry,Buchanan,2010-04-03,5,5B,KS2,BES,96,BES,86,BES,106,WES,,,,,,,,,,,12,98,100,95,Mazariegos Buchanan,MazariegosBuchanan@mail.co.uk,7802111410
1230,2019/20,Jena,Hiebler,2010-07-05,5,5B,KS2,WES,108,WES,94,BES,108,WES,,,,,,,,,,,5,96,100,97,Soe Hiebler,SoeHiebler@mail.co.uk,7481380894
1231,2019/20,Gissela,Blake,2009-12-14,5,5B,KS2,BES,102,WES,90,BES,98,BES,,,,,,,,,,,6,99,99,97,Misty Blake,MistyBlake@mail.co.uk,7987155993
1232,2019/20,Marisa,Kaicher,2010-02-03,5,5B,KS2,BES,92,BES,105,WES,103,WES,,,,,,,,,,,21,96,100,98,Hyun Kaicher,HyunKaicher@mail.co.uk,7586517795
1233,2019/20,Genoveva,Santillán,2009-10-05,5,5B,KS2,BES,92,BES,95,BES,94,BES,,,,,,,,,,,6,94,97,100,Leonoor Santillán,LeonoorSantillán@mail.co.uk,7114291963
1234,2019/20,Beata,Boundy,2010-05-23,5,5B,KS2,BES,114,WES,101,WES,107,WES,,,,,,,,,,,19,100,96,71,Ramses Boundy,RamsesBoundy@mail.co.uk,7538632899
1235,2019/20,Amir,Sadeghi,2010-07-29,5,5B,KS2,WES,112,WES,103,WES,89,BES,,,,,,,,,,,25,100,98,100,Layton Sadeghi,LaytonSadeghi@mail.co.uk,7784188268
1236,2019/20,Liju,Antoine,2009-10-31,5,5B,KS2,WES,105,WES,93,BES,95,BES,,,,,,,,,,,7,95,80,95,Usiel Antoine,UsielAntoine@mail.co.uk,7427091186
1237,2019/20,Tahir,Friend,2009-11-02,5,5B,KS2,BES,95,BES,111,WES,89,BES,,,,,,,,,,,17,97,94,93,Mindy Friend,MindyFriend@mail.co.uk,7692854410
1238,2019/20,Nannette,Schmidt,2010-05-13,5,5B,KS2,WES,100,WES,103,WES,115,WES,,,,,,,,,,,20,93,83,95,Osman Schmidt,OsmanSchmidt@mail.co.uk,7991667815
1239,2019/20,Harriet,Harmon,2010-05-18,5,5B,KS2,WES,102,WES,108,WES,115,WES,,,,,,,,,,,15,98,95,95,Leah Harmon,LeahHarmon@mail.co.uk,7793233598
1240,2019/20,Sandra,Unwalla,2009-11-23,5,5B,KS2,BES,102,WES,97,BES,114,WES,,,,,,,,,,,9,94,95,99,Janaye Unwalla,JanayeUnwalla@mail.co.uk,7893858195
1241,2019/20,Miller,Christopher,2010-04-12,5,5B,KS2,WES,115,WES,96,BES,104,WES,,,,,,,,,,,13,99,97,100,Hayes Christopher,HayesChristopher@mail.co.uk,7222930384
1242,2019/20,Karey,Mulder,2010-08-18,5,5B,KS2,BES,91,BES,98,BES,111,WES,,,,,,,,,,,11,94,96,93,Alexander Mulder,AlexanderMulder@mail.co.uk,7195947159
1243,2019/20,Kaci,Layden,2009-07-29,6,6A,KS2,WES,92,BES,88,BES,91,BES,100,EXS,100,EXS,101,GDS,111,GDS,120,GDS,8,99,84,100,Kennedy Layden,KennedyLayden@mail.co.uk,7644779919
1244,2019/20,Velina,Raible,2009-03-11,6,6A,KS2,WES,99,BES,105,WES,88,BES,100,EXS,100,EXS,102,GDS,110,GDS,103,GDS,19,95,99,97,Sima Raible,SimaRaible@mail.co.uk,7972464778
1245,2019/20,Farah,Speidel,2009-06-01,6,6A,KS2,WES,100,WES,91,BES,85,BES,101,GDS,100,EXS,103,GDS,109,GDS,104,GDS,5,96,94,94,Nadja Speidel,NadjaSpeidel@mail.co.uk,7481579447
1246,2019/20,Angela,Gabour,2008-10-01,6,6A,KS2,WES,106,WES,101,WES,104,WES,102,GDS,101,GDS,110,GDS,108,GDS,116,GDS,15,95,98,96,Courtney Gabour,CourtneyGabour@mail.co.uk,7123416108
1247,2019/20,Wii,Das,2009-04-15,6,6A,KS2,WES,93,BES,89,BES,113,WES,100,EXS,100,EXS,111,GDS,107,GDS,119,GDS,13,96,94,98,Braga Das,BragaDas@mail.co.uk,7113070720
1248,2019/20,Vinny,Garibo,2008-09-27,6,6A,KS2,WES,96,BES,110,WES,93,BES,100,EXS,102,GDS,104,GDS,106,GDS,106,GDS,24,100,95,73,Jamie Garibo,JamieGaribo@mail.co.uk,7895284949
1249,2019/20,Sheehan,Bock,2009-05-23,6,6A,KS2,WES,89,BES,85,BES,105,WES,101,GDS,101,GDS,112,GDS,105,GDS,107,GDS,6,98,95,100,Arlyne Bock,ArlyneBock@mail.co.uk,7675094295
1250,2019/20,Satya,Maclean,2009-02-09,6,6A,KS2,WES,93,BES,115,WES,87,BES,102,GDS,103,GDS,105,GDS,104,GDS,111,GDS,21,96,93,95,Mikel Maclean,MikelMaclean@mail.co.uk,7249842202
1251,2019/20,Jennigje,Camara,2009-01-25,6,6A,KS2,WES,94,BES,104,WES,101,WES,103,GDS,104,GDS,113,GDS,103,GDS,119,GDS,17,99,99,95,Carey Camara,CareyCamara@mail.co.uk,7392207093
1252,2019/20,Eaton,Amansala,2009-05-13,6,6A,KS2,BES,114,WES,86,BES,93,BES,103,GDS,102,GDS,106,GDS,102,GDS,105,GDS,14,99,99,73,Denisse Amansala,DenisseAmansala@mail.co.uk,7221866952
1253,2019/20,Milana,Rui,2009-07-15,6,6A,KS2,WES,94,BES,90,BES,97,BES,104,GDS,103,GDS,107,GDS,101,GDS,119,GDS,14,99,98,98,Letizia Rui,LetiziaRui@mail.co.uk,7746997080
1254,2019/20,Zuzana,Barboni,2009-08-18,6,6A,KS2,BES,115,WES,109,WES,99,BES,104,GDS,105,GDS,108,GDS,100,EXS,100,EXS,19,99,98,83,Mateo Barboni,MateoBarboni@mail.co.uk,7733704413
1255,2019/20,Zuzana,Stucky,2008-10-28,6,6A,KS2,BES,98,BES,97,BES,96,BES,105,GDS,104,GDS,109,GDS,99,WT,99,WT,8,100,98,100,Paula Stucky,PaulaStucky@mail.co.uk,7254441138
1256,2019/20,Zuzana,Berezdivin,2009-08-09,6,6A,KS2,BES,104,WES,91,BES,110,WES,105,GDS,105,GDS,114,GDS,111,GDS,101,GDS,9,93,95,95,Kisnorbo Berezdivin,KisnorboBerezdivin@mail.co.uk,7959894056
1257,2019/20,Amar,Theresa,2009-08-02,6,6A,KS2,BES,97,BES,99,BES,88,BES,106,GDS,106,GDS,110,GDS,110,GDS,108,GDS,9,72,99,96,Dali Theresa,DaliTheresa@mail.co.uk,7657095966
1258,2019/20,Olivenza,Zurilla,2009-08-29,6,6A,KS2,WES,104,WES,90,BES,109,WES,106,GDS,107,GDS,115,GDS,109,GDS,106,GDS,13,96,93,100,Migue Zurilla,MigueZurilla@mail.co.uk,7970717898
1259,2019/20,Jae,Arjona,2008-10-04,6,6A,KS2,WES,85,BES,113,WES,94,BES,107,GDS,106,GDS,111,GDS,108,GDS,116,GDS,23,98,99,98,Ellian Arjona,EllianArjona@mail.co.uk,7977407262
1260,2019/20,Socrates,Holdt,2008-11-29,6,6A,KS2,BES,112,WES,114,WES,99,BES,107,GDS,107,GDS,112,GDS,107,GDS,110,GDS,25,72,98,96,Tasha Holdt,TashaHoldt@mail.co.uk,7605324882
1261,2019/20,Trisha,Mamula,2008-12-29,6,6A,KS2,WES,89,BES,88,BES,113,WES,108,GDS,108,GDS,116,GDS,106,GDS,108,GDS,13,94,73,100,Dalia Mamula,DaliaMamula@mail.co.uk,7174256478
1262,2019/20,Jens,Cabrera,2009-08-21,6,6A,KS2,WES,96,BES,99,BES,108,WES,109,GDS,109,GDS,117,GDS,105,GDS,104,GDS,13,96,93,95,Kerstens Cabrera,KerstensCabrera@mail.co.uk,7998020937
1263,2019/20,Maryam,Kaelyn,2008-12-03,6,6A,KS2,BES,96,BES,108,WES,102,WES,110,GDS,108,GDS,120,GDS,104,GDS,117,GDS,21,93,95,98,Thaci Kaelyn,ThaciKaelyn@mail.co.uk,7620885225
1264,2019/20,Lluis,Contador,2008-10-24,6,6A,KS2,WES,108,WES,113,WES,103,WES,108,GDS,109,GDS,83,WT,103,GDS,109,GDS,22,93,84,82,Nerijus Contador,NerijusContador@mail.co.uk,7284382412
1265,2019/20,Ginna,Hillebrand,2009-01-13,6,6A,KS2,BES,103,WES,93,BES,87,BES,109,GDS,110,GDS,113,GDS,102,GDS,104,GDS,8,80,93,95,Hilja Hillebrand,HiljaHillebrand@mail.co.uk,7695951922
1266,2019/20,Dominic.,Grodin,2009-01-05,6,6A,KS2,WES,105,WES,115,WES,103,WES,110,GDS,110,GDS,84,WT,101,GDS,106,GDS,15,99,75,99,Leilani Grodin,LeilaniGrodin@mail.co.uk,7665116716
1267,2019/20,Chef,Barrenechea,2009-04-21,6,6B,KS2,WES,93,BES,98,BES,109,WES,111,GDS,111,GDS,85,WT,100,EXS,100,EXS,7,100,99,84,Kanessa Barrenechea,KanessaBarrenechea@mail.co.uk,7105661143
1268,2019/20,Nicoletta,Pettengell,2009-03-06,6,6B,KS2,WES,99,BES,91,BES,85,BES,80,WT,112,GDS,114,GDS,99,WT,95,WT,6,95,95,100,Geronimo Pettengell,GeronimoPettengell@mail.co.uk,7587189745
1269,2019/20,Jaqueline,Dellinger,2009-01-13,6,6B,KS2,WES,102,WES,86,BES,112,WES,111,GDS,113,GDS,90,WT,111,GDS,119,GDS,10,93,97,97,Corinne Dellinger,CorinneDellinger@mail.co.uk,7406193034
1270,2019/20,Caryn,Vonsaher,2009-02-22,6,6B,KS2,WES,114,WES,96,BES,99,BES,112,GDS,114,GDS,115,GDS,110,GDS,110,GDS,9,99,97,100,Vandorsselaer Vonsaher,VandorsselaerVonsaher@mail.co.uk,7784854570
